Date,Time,Location,Operator,Flight #,Route,Registration,cn / ln,Aboard Total,Aboard Passengers,Aboard Crew,Fatalities Total,Fatalities Passengers,Fatalities Crew,Ground,Summary,Url,Latitude,Longitude
"July 16, 2002",19:45,"Off Cromer, Norfork, England",Bristow Helicopters,-,Gas platform Clipper - drilling rig Golbal Sante Fe Monach,G-BJVX,760100,11,9.0,2.0,11,9.0,2.0,0.0,"The helicopter was ferrying workers from a gas rig to a oil platform in the North Sea when it crashed into the water at high speed, 28 miles northeast of Cromer. The helicopter was at a height of 320 ft. flying in a south-easterly heading when one of the rotor blades failed.  The accident was caused by a broken rotor blade, caused by fatigue, brought about by a lightning strike three years earlier.",https://www.planecrashinfo.com/2002/2002-32.htm,52.9311367,1.3012758
"July 17, 2002",14:22,"Surkhet, Nepal",Skyline Airways,,Jumla - Surkhet,9N-AGF,828,4,2.0,2.0,4,2.0,2.0,0.0,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area.",https://www.planecrashinfo.com/2002/2002-33.htm,28.6573817,81.5137825
"July 27, 2002",12:45,"Lviv, Ukraine",Military - Ukraine Air Force,,,42,,2,0.0,2.0,0,0.0,0.0,85.0,The Su-76 was performing aerobatics when it crashed into crowd of spectators at an air show at Skniliv Airport in the Ukraine. The aircraft had just performed a steep turn when it appeared to tumble and enter a steep dive from which it failed to recover. The two pilots parachuted to safety.  Pilot error. The pilots ignored their flight plans and performed untried and complicated maneuvers which led to a loss of control. Both received a jail sentence of 14 years.,https://www.planecrashinfo.com/2002/2002-34.htm,49.841952,24.0315921
"July 28, 2002",15:25,"Moscow, Russia",Pulkovo Aviation Enterprise,,Moscow - St. Petersburgh,RA-86060,51483203027,16,0.0,16.0,14,0.0,14.0,0.0,"A Russian passenger airliner on a training flight crashed shortly after takeoff from Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft.",https://www.planecrashinfo.com/2002/2002-35.htm,55.625578,37.6063916
"August 07, 2002",22:00,"Caguas, Puerto Rico",Military - US,-,Roosevelt Roads NS - Borinquen NGB,90-0161,5265,10,3.0,7.0,10,3.0,7.0,0.0,"The military plane crashed into a mountain top, approximately 10 miles south of San Juan, Puerto Rico, in rough terrain, while performing low-level training exercises. Witnesses reported the aircraft was flying low and hit some trees before crashing into a ravine, bursting into flames and disintegrating. There was rain and fog at the time of the accident.",https://www.planecrashinfo.com/2002/2002-36.htm,18.2129421,-66.0558844
"August 15, 2002",12:35,"Kadjuduwa Watta, Sri Lanka",Military - Sri Lanka Air Force,,,CR-873,070802,5,0.0,5.0,5,0.0,5.0,0.0,"The military plane developed engine trouble while en route, tried to return to the airport but crashed into a paddy field and was destroyed.",https://www.planecrashinfo.com/2002/2002-37.htm,6.9898705,79.8927094
"August 19, 2002",,"Khankala, Chechnya",Military - Russia,,,89RED,,147,142.0,5.0,121,121.0,0.0,0.0,"The Russian transport helicopter, carrying troops, crashed at Russian military headquarter near the capital city of Grozny. Reporting an engine fire, the pilot attempted to make an emergency landing when the helicopter fell from a height of 660 feet and missed the tarmac by 990 feet, crashed and caught fire.  The helicopter was shot down by Chechen guerillas with a shoulder-launched heat-seeking anti-aircraft missile. The missile destroyed the helicopter's right engine and starting a fire on board. The left engine stopped at the same time. The entire hydraulic control system, including the system used to open the rear door was not working, as burning fuel gushed into the cabin trapping people inside. This is the worst helicopter disaster in aviation history.",https://www.planecrashinfo.com/2002/2002-38.htm,43.2908848,45.7776202
"August 22, 2002",09:41,"Pokhara, Nepal",Shangri La Air,,Jomsom - Pokhara,9N-AFR,726,18,15.0,3.0,18,15.0,3.0,0.0,The plane crashed into a hill 3 miles southeast of Pokhara Airport while on approach. The plane broke into several pieces and bodies and wreckage was scattered over a small area. There was poor weather in the area at the time of the accident. Controlled flight into terrain.,https://www.planecrashinfo.com/2002/2002-39.htm,28.209538,83.991402
"August 29, 2002",11:58,"Near Ayan, Russia",Vostok Aviakompania,HH-359,Khabarovsk - Ayan,RA-28932,1A-J008-19,16,14.0,2.0,16,14.0,2.0,0.0,The twin prop plane crashed into a cliff in dense fog as it prepared to land at Ayan. ATC lost contact with the aircraft 12 minutes before it was scheduled to land.  The crew made four attempts to land before disappearing off radar. Crew error.,https://www.planecrashinfo.com/2002/2002-40.htm,56.4609007,138.1817339
"August 30, 2002",18:30,"Rio Branco, Brazil",Rico Taxi Aéreo,,Cruzeiro do Sul - Tarauaca - Rio Branco,PT-WRQ,120043,31,28.0,3.0,23,20.0,3.0,0.0,The plane crashed about 1 mile short of the runway in heavy rain and strong winds while attempting to land at Rio Branco Airport. Congressman Ildefonso Cordeiro was among the victims.,https://www.planecrashinfo.com/2002/2002-41.htm,-9.9765362,-67.8220778
"September 14, 2002",,"Paranapanema, Sao Paulo, Brazil",Total  Air Lines,,Guarulhos - Londrina,PT-MTS,026,2,0.0,2.0,2,0.0,2.0,0.0,"One hour after the takeoff , the the plane disappeared of  Curitiba  ATC. The wreckage was found on a farm, around a crater. Unknown cause.",https://www.planecrashinfo.com/2002/2002-42.htm,-23.390161,-48.720868
"September 28, 2002",11:35,"Near Natashquan, Quebec, Canada",Deraps Aviation,,Lake de l'Avion - Agunish River,C-FLGA,279,4,3.0,1.0,3,3.0,0.0,0.0,"The hunting charter crashed inverted in a forest while attempting to land at Agunish River. Because of the geographic and weather conditions, the pilot probably had trouble judging his horizontal and vertical distance with respect to the mountain, and the aircraft crashed.",https://www.planecrashinfo.com/2002/2002-43.htm,50.1839077,-61.8174062
"October 01, 2002",,"Vasco, India",Military - Indian Navy,,Military exercises,IN302 / IN304,IL38002/IL38004,12,0.0,12.0,12,0.0,12.0,5.0,"The two Navy aircraft flying in formation in a military flyby, crashed, after their wings collided. One plane crashed into a house under construction while the other crashed onto a field next to a highway. Six crew members on each plane were killed along with 5 on the ground.",https://www.planecrashinfo.com/2002/2002-44.htm,15.398403,73.8129178
"November 06, 2002",10:10,"Near Niederanven, Luxembourg",Luxair,9642/2420,"Berlin, Germany - Luxembourg",LX-LGB,20221,22,19.0,3.0,20,18.0,2.0,0.0,"The plane crashed 6 miles short of the runway at Findel Airport while attempting to land in heavy fog.  Crew error caused by aborting a ""go-around"" after being informed by tower of an increase in visibility. A series of non-standard actions resulted in severe loss of airspeed, due to the propeller blades being accidentally switched into reverse position, and subsequent impact short of the runway. Contributing to the accident were errors concerning the implementation of a security recommendation which had been made by the manufacturer to Fokker 50 operators. Also this warning was not adequately communicated to the flight crews of Luxair.",https://www.planecrashinfo.com/2002/2002-45.htm,49.6512224,6.2552342
"November 07, 2002",10:27,"Tarakan, Indonesia",Dirgantara Air Services,,Tarakan - Long Bawan,PK-VIZ,697,10,9.0,1.0,7,6.0,1.0,0.0,"Two minutes after taking off, the aircraft went down in a swamp, about 1 mile from Juwata airport. The pilot radioed he was returning to the airport because of an engine failure.",https://www.planecrashinfo.com/2002/2002-46.htm,3.3000169,117.6330159
"November 08, 2002",14:58,"Taos, New Mexico",Richmor Aviation,,"Las Vegas, NV - Taos, NM",N61RS,384,2,0.0,2.0,2,0.0,2.0,0.0,"While on a positioning flight the plane entered an uncontrolled descent and crashed. The pilot's inadvertent flight into mountain wave weather conditions while IMC, resulting in a loss of aircraft control.",https://www.planecrashinfo.com/2002/2002-47.htm,36.4072377,-105.573284
"November 11, 2002",06:09,"Manila, Philippines",Laoag International Airlines,585,Manila - Laoag,RP-C6888,10571,34,29.0,5.0,19,18.0,1.0,0.0,The plane experienced failure of the left engine shortly after taking off from Ninoy Aquino airport. The pilot declared and emergency and the aircraft ditched into Manila Bay and breaking up about one-half mile offshore. Fuel starvation. Failure of the pilot and co-pilot to check the fuel valve and failure to observe safety standards and measures.  Poor management and maintenance procedures.,https://www.planecrashinfo.com/2002/2002-48.htm,14.5904492,120.9803621
"November 28, 2002",14:15,"Masai Mara Game Reserve, Kenya",Eagle Aviation,-,Ol Kiombo - Mombasa,5Y-ONT,871812,20,18.0,2.0,1,0.0,1.0,0.0,The plane crashed after developing engine trouble while flying from one airstrip to another in the Masai Mara National Reserve. The copilot was the only fatality.,https://www.planecrashinfo.com/2002/2002-49.htm,-1.48814315,35.10540945871856
"December 13, 2002",,"Gohu Airstrip, Papua New Guinea",Island Airways Ltd.,,Gohu - Madang,P2-CBB,140,8,7.0,1.0,8,7.0,1.0,0.0,The aircraft flew into the side of a cliff during it's inaugural flight from Gohu Airstrip in the Finisterre Mountains.,https://www.planecrashinfo.com/2002/2002-50.htm,-8.012969250000001,142.75219131515533
"December 17, 2002",22:51,"Rockford, Illinois",Planemasters,1627,Decatur - Rockford,N277PM,208B-0143,1,0.0,1.0,1,0.0,1.0,0.0,"While attempting to land, the cargo plane struck trees and crashed into a field. The pilot's failure to maintain control of the airplane during the ILS approach. Factors associated with the accident were the low ceilings, high winds, crosswind, and wind shear conditions that existed.",https://www.planecrashinfo.com/2002/2002-51.htm,42.2713945,-89.093966
"December 21, 2002",01:52,"Off Pachao Tao, Taiwan",Transasia Airways,791,Taipei - Macau,B-22708,322,2,0.0,2.0,2,0.0,2.0,0.0,While en route the stall warning sounded and the stick shaker activated. The crew of the cargo plane disconnected the autopilot and tried to gain control of the plane. The plane began to descend from FL170 until it impacted the ocean.,https://www.planecrashinfo.com/2002/2002-52.htm,25.0801823,121.5995939792394
"December 23, 2002",19:30,"Near Isfanan, Iran",Aeromist-Kharkiv,2137,"Kharkiv, Ukraine - Trabzon, Turkey - Isfanan, Iran",UR-14003,0204,44,38.0,6.0,44,38.0,6.0,0.0,"While descending to land at Isfanan, the Ukrainian passenger plane crashed in a mountainous area  70 km from Isfanan after losing contact with ground controllers. Improper use of the Global Positioning System by the pilot. The passengers were aerospace scientists and executives.",https://www.planecrashinfo.com/2002/2002-53.htm,32.6707877,51.6650002
"December 26, 2002",11:20,"Curitiba, Brazil",Military - Brazilian Air Force,,Sao Paulo - Porto Alegre,FAB-2292,174,16,13.0,3.0,3,2.0,1.0,0.0,The plane diverted from it's original route to make an emergency landing at Curitiba after experiencing engine trouble and crashed 3.5km short of the runway.,https://www.planecrashinfo.com/2002/2002-54.htm,-25.4295963,-49.2712724
"December 27, 2002",15:00,"Anjouan, Comoros Islands",Ocean Airlines,,Moroni Hahaya - Anjouan,9XR-RB,810636,16,14.0,2.0,1,1.0,0.0,0.0,"The aircraft was in a holding pattern due to bad weather at Anjouan. After weather condtions improved, clearance was given for a final approach. The plane was struck by lightning. A go-around was attempted, but the airplane lost its artificial horizons and gyro compasses as a result of the lightning strike. Control was lost and the plane crashed.",https://www.planecrashinfo.com/2002/2002-55.htm,-12.226568050000001,44.41070486098224
"January 08, 2003",08:53,"Charlotte, North Carolina",US Air Express/Air Midwest,5481,"Charlotte, NC - Greer, SC",N233YV,UE-233,21,19.0,2.0,21,19.0,2.0,0.0,"The commuter plane was not able to maintain altitude after taking off from Charlotte-Douglas International Airport and crashed into the side of a hanger and burst into flames. The weather was clear, cold and windy, with greater than 10 miles visibility at the time of the accident. The airplane's loss of pitch control during takeoff was the result of incorrect rigging of the elevator control system compounded by the airplane's center of gravity, which was substantially aft of the certified aft limit. Contributing to the cause of the accident was: (1) Air Midwest's lack of oversight of the work being performed at the Huntington, West Virginia, maintenance station, (2) Air Midwest's maintenance procedures and documentation, (3) Air Midwest's weight and balance program at the time of the accident, (4) the Raytheon Aerospace quality assurance inspector's failure to detect the incorrect rigging of the elevator system, (5) the FAA's average weight assumptions in its weight and balance program guidance at the time of the accident and (6) the FAA's lack of oversight of Air Midwest's maintenance program and its weight and balance program.",https://www.planecrashinfo.com/2003/2003-1.htm,35.2272086,-80.8430827
